SN: 20240004,,,,,,,,,,,,,,
Software version: 3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
millis,stampunix,datetime,RH,tempC,CH4smV, CH4rmV, VbatmV, K33_RH, K33_Temp, K33_CO2, SampleNumber, PumpCycle,,
151999,1725869146, 2024/9/9 8:5:46,49.5,24.65,255,1922.44,3750,0,0,0,75,1,,
153999,1725869148, 2024/9/9 8:5:48,49.46,24.67,255.38,1923,3754.88,0,0,0,76,1,,
155999,1725869150, 2024/9/9 8:5:50,49.42,24.7,255.94,1923.75,3745.12,0,0,0,77,1,,
157999,1725869152, 2024/9/9 8:5:52,49.33,24.75,256.69,1924.31,3745.12,0,0,0,78,1,,
159998,1725869154, 2024/9/9 8:5:54,49.16,24.78,257.06,1924.88,3740.23,0,0,0,79,1,,
161999,1725869157, 2024/9/9 8:5:57,49.06,24.77,257.81,1925.63,3750,0,0,0,80,1,,
163999,1725869159, 2024/9/9 8:5:59,48.99,24.8,258.75,1926.75,3564.45,0,24.33,0,81,1,,
165999,1725869161, 2024/9/9 8:6:1,48.91,24.84,259.31,1927.5,3593.75,0,24.33,0,82,1,,
167999,1725869163, 2024/9/9 8:6:3,48.82,24.83,259.88,1928.06,3603.52,0,24.33,0,83,1,,
169999,1725869165, 2024/9/9 8:6:5,48.8,24.87,260.25,1928.63,3593.75,0,24.33,0,84,1,,
171999,1725869167, 2024/9/9 8:6:7,48.74,24.91,260.81,1929.38,3618.16,0,24.33,0,85,1,,
173999,1725869169, 2024/9/9 8:6:9,48.66,24.93,261.19,1929.94,3608.4,0,24.33,0,86,1,,
176000,1725869171, 2024/9/9 8:6:11,48.62,24.97,261.75,1930.69,3593.75,0,24.33,0,87,1,,
177999,1725869173, 2024/9/9 8:6:13,48.58,24.97,261.75,1930.69,3745.12,0,24.33,0,88,1,,
179999,1725869175, 2024/9/9 8:6:15,48.51,25.02,262.31,1931.44,3745.12,0,24.33,0,89,1,,
181998,1725869177, 2024/9/9 8:6:17,48.42,25.02,262.69,1932,3745.12,0,24.33,0,90,1,,
183998,1725869179, 2024/9/9 8:6:19,48.39,25.05,263.06,1932.75,3750,47.68,24.33,1291,91,1,,
185999,1725869181, 2024/9/9 8:6:21,48.34,25.08,263.44,1933.31,3745.12,47.68,24.33,1291,92,1,,
187999,1725869183, 2024/9/9 8:6:23,48.24,25.1,263.81,1933.88,3740.23,47.68,24.33,1291,93,1,,
189999,1725869185, 2024/9/9 8:6:25,48.22,25.14,264.38,1934.63,3750,47.68,24.33,1291,94,1,,
191998,1725869187, 2024/9/9 8:6:27,48.15,25.16,264.75,1935.38,3745.12,47.68,24.33,1291,95,1,,
193999,1725869189, 2024/9/9 8:6:29,48.09,25.19,265.13,1935.75,3745.12,47.68,24.33,1291,96,1,,
195998,1725869191, 2024/9/9 8:6:31,48.06,25.2,265.5,1936.31,3750,47.68,24.33,1291,97,1,,
197999,1725869193, 2024/9/9 8:6:33,47.97,25.23,265.88,1936.88,3745.12,47.68,24.33,1291,98,1,,
199999,1725869195, 2024/9/9 8:6:35,47.9,25.27,266.25,1937.63,3745.12,47.68,24.33,1291,99,1,,
201999,1725869197, 2024/9/9 8:6:37,47.83,25.29,266.63,1938.19,3745.12,47.68,24.33,1291,100,1,,
203999,1725869199, 2024/9/9 8:6:39,47.68,25.31,267,1938.75,3740.23,47.68,24.33,1291,101,1,,
205999,1725869201, 2024/9/9 8:6:41,47.6,25.35,267.38,1939.5,3750,47.68,24.33,1291,102,1,,
207998,1725869203, 2024/9/9 8:6:43,47.51,25.37,267.56,1940.06,3745.12,47.68,24.33,1291,103,1,,
209999,1725869205, 2024/9/9 8:6:45,47.47,25.4,267.94,1940.63,3750,47.68,24.33,1291,104,1,,
211999,1725869207, 2024/9/9 8:6:47,47.4,25.41,268.13,1941,3745.12,47.68,24.33,1291,105,1,,
213999,1725869209, 2024/9/9 8:6:49,47.37,25.43,268.5,1941.56,3754.88,47.68,24.33,1291,106,1,,
215999,1725869211, 2024/9/9 8:6:51,47.27,25.47,268.88,1942.13,3750,47.68,24.33,1291,107,1,,
218000,1725869213, 2024/9/9 8:6:53,47.18,25.5,269.06,1942.69,3750,47.68,24.33,1291,108,1,,
220000,1725869215, 2024/9/9 8:6:55,47.08,25.51,269.44,1943.25,3750,47.68,24.33,1291,109,1,,
221999,1725869217, 2024/9/9 8:6:57,47.04,25.55,269.81,1943.81,3750,47.68,24.33,1291,110,1,,
224000,1725869219, 2024/9/9 8:6:59,46.96,25.57,270,1944.38,3750,47.68,24.33,1291,111,1,,
225998,1725869221, 2024/9/9 8:7:1,46.89,25.6,270.38,1944.94,3754.88,47.68,24.33,1291,112,1,,
227999,1725869223, 2024/9/9 8:7:3,46.84,25.64,270.56,1945.5,3750,47.68,24.33,1291,113,1,,
229999,1725869225, 2024/9/9 8:7:5,46.83,25.65,270.94,1945.88,3745.12,47.68,24.33,1291,114,1,,
231999,1725869227, 2024/9/9 8:7:7,46.76,25.66,271.31,1946.63,3750,47.68,24.33,1291,115,1,,
233999,1725869229, 2024/9/9 8:7:9,46.66,25.71,271.31,1947,3750,47.68,24.33,1291,116,1,,
236000,1725869231, 2024/9/9 8:7:11,46.57,25.74,271.69,1947.56,3754.88,47.68,24.33,1291,117,1,,
237999,1725869233, 2024/9/9 8:7:13,46.52,25.76,271.88,1948.13,3754.88,47.68,24.33,1291,118,1,,
240000,1725869235, 2024/9/9 8:7:15,46.5,25.8,272.06,1948.69,3750,47.68,24.33,1291,119,1,,
241999,1725869237, 2024/9/9 8:7:17,46.43,25.82,272.44,1949.25,3754.88,47.68,24.33,1291,120,1,,
243999,1725869239, 2024/9/9 8:7:19,46.37,25.85,272.63,1949.63,3750,47.68,24.33,1291,121,1,,
246000,1725869241, 2024/9/9 8:7:21,46.3,25.87,273,1950.19,3750,47.68,24.33,1291,122,1,,
247999,1725869243, 2024/9/9 8:7:23,46.26,25.89,273.19,1950.75,3750,47.68,24.33,1291,123,1,,
250000,1725869245, 2024/9/9 8:7:25,46.17,25.92,273.19,1951.31,3750,47.68,24.33,1291,124,1,,
251999,1725869247, 2024/9/9 8:7:27,46.14,25.96,273.56,1951.69,3750,47.68,24.33,1291,125,1,,
254000,1725869249, 2024/9/9 8:7:29,46.08,25.95,273.75,1952.25,3754.88,47.68,24.33,1291,126,1,,
255998,1725869251, 2024/9/9 8:7:31,46.03,25.99,273.94,1952.63,3754.88,47.68,24.33,1291,127,1,,
257999,1725869253, 2024/9/9 8:7:33,45.96,26.02,274.13,1953.19,3750,47.68,24.33,1291,128,1,,
260000,1725869255, 2024/9/9 8:7:35,45.93,26.04,274.31,1953.56,3750,47.68,24.33,1291,129,1,,
262000,1725869257, 2024/9/9 8:7:37,45.86,26.06,274.5,1954.13,3754.88,47.68,24.33,1291,130,1,,
264000,1725869259, 2024/9/9 8:7:39,45.8,26.1,274.69,1954.5,3750,47.68,24.33,1291,131,1,,
265999,1725869261, 2024/9/9 8:7:41,45.78,26.12,274.88,1955.06,3750,47.68,24.33,1291,132,1,,
267999,1725869263, 2024/9/9 8:7:43,45.68,26.14,275.06,1955.63,3750,47.68,24.33,1291,133,1,,
269999,1725869265, 2024/9/9 8:7:45,45.6,26.18,275.25,1956,3754.88,47.68,24.33,1291,134,1,,
271998,1725869267, 2024/9/9 8:7:47,45.54,26.17,275.44,1956.38,3754.88,47.68,24.33,1291,135,1,,
273998,1725869269, 2024/9/9 8:7:49,45.52,26.23,275.44,1956.75,3754.88,47.68,24.33,1291,136,1,,
275999,1725869271, 2024/9/9 8:7:51,45.53,26.24,275.81,1957.31,3750,47.68,24.33,1291,137,1,,
277999,1725869273, 2024/9/9 8:7:53,45.49,26.26,276,1957.69,3750,47.68,24.33,1291,138,1,,
280000,1725869275, 2024/9/9 8:7:55,45.39,26.3,276,1958.25,3750,47.68,24.33,1291,139,1,,
281999,1725869277, 2024/9/9 8:7:57,45.37,26.31,276.19,1958.63,3750,47.68,24.33,1291,140,1,,
283999,1725869279, 2024/9/9 8:7:59,45.28,26.37,276.56,1959.19,3754.88,47.68,24.33,1291,141,1,,
285999,1725869281, 2024/9/9 8:8:1,45.23,26.38,276.75,1959.56,3750,47.68,24.33,1291,142,1,,
287998,1725869283, 2024/9/9 8:8:3,45.17,26.4,276.75,1959.94,3750,47.68,24.33,1291,143,1,,
289998,1725869285, 2024/9/9 8:8:5,45.11,26.42,276.94,1960.5,3754.88,47.68,24.33,1291,144,1,,
291998,1725869287, 2024/9/9 8:8:7,45.07,26.43,277.13,1960.88,3750,47.68,24.33,1291,145,1,,
293999,1725869289, 2024/9/9 8:8:9,44.99,26.44,277.13,1961.25,3754.88,47.68,24.33,1291,146,1,,
295999,1725869291, 2024/9/9 8:8:11,44.92,26.49,277.13,1961.44,3750,47.68,24.33,1291,147,1,,
297999,1725869293, 2024/9/9 8:8:13,44.86,26.51,277.31,1962,3754.88,47.68,24.33,1291,148,1,,
299999,1725869295, 2024/9/9 8:8:15,44.84,26.53,277.31,1962.38,3750,47.68,24.33,1291,149,1,,
302000,1725869297, 2024/9/9 8:8:17,44.72,26.55,277.5,1962.75,3754.88,47.68,24.33,1291,150,1,,
303998,1725869299, 2024/9/9 8:8:19,44.69,26.55,277.5,1963.31,3754.88,47.68,24.33,1291,151,1,,
305999,1725869301, 2024/9/9 8:8:21,44.63,26.61,277.5,1963.5,3754.88,47.68,24.33,1291,152,1,,
307999,1725869303, 2024/9/9 8:8:23,44.53,26.59,277.69,1964.06,3754.88,47.68,24.33,1291,153,1,,
309999,1725869305, 2024/9/9 8:8:25,44.47,26.62,277.88,1964.25,3754.88,47.68,24.33,1291,154,1,,
311999,1725869307, 2024/9/9 8:8:27,44.42,26.65,278.06,1964.81,3754.88,47.68,24.33,1291,155,1,,
313999,1725869309, 2024/9/9 8:8:29,44.39,26.66,278.06,1965.19,3754.88,47.68,24.33,1291,156,1,,
315999,1725869311, 2024/9/9 8:8:31,44.38,26.69,278.25,1965.75,3754.88,47.68,24.33,1291,157,1,,
318000,1725869313, 2024/9/9 8:8:33,44.32,26.74,278.44,1965.75,3759.77,47.68,24.33,1291,158,1,,
319998,1725869315, 2024/9/9 8:8:35,44.24,26.74,278.63,1966.31,3750,47.68,24.33,1291,159,1,,
321998,1725869317, 2024/9/9 8:8:37,44.19,26.76,279,1966.69,3754.88,47.68,24.33,1291,160,1,,
323999,1725869319, 2024/9/9 8:8:39,44.11,26.81,279,1966.88,3754.88,47.68,24.33,1291,161,1,,
325999,1725869321, 2024/9/9 8:8:41,44.04,26.83,279.19,1967.25,3759.77,47.68,24.33,1291,162,1,,
327999,1725869323, 2024/9/9 8:8:43,43.98,26.85,279.19,1967.63,3754.88,47.68,24.33,1291,163,1,,
329999,1725869325, 2024/9/9 8:8:45,43.99,26.87,279.19,1968,3754.88,47.68,24.33,1291,164,1,,
331999,1725869327, 2024/9/9 8:8:47,43.96,26.91,279.38,1968.38,3759.77,47.68,24.33,1291,165,1,,
333999,1725869329, 2024/9/9 8:8:49,43.88,26.94,279.38,1968.75,3754.88,47.68,24.33,1291,166,1,,
335998,1725869331, 2024/9/9 8:8:51,43.76,26.95,279.75,1968.94,3754.88,47.68,24.33,1291,167,1,,
337999,1725869333, 2024/9/9 8:8:53,43.75,26.98,279.75,1969.5,3754.88,47.68,24.33,1291,168,1,,
339998,1725869335, 2024/9/9 8:8:55,43.73,26.99,279.75,1969.69,3750,47.68,24.33,1291,169,1,,
341999,1725869337, 2024/9/9 8:8:57,43.69,27.01,279.75,1970.06,3754.88,47.68,24.33,1291,170,1,,
343998,1725869339, 2024/9/9 8:8:59,43.62,27.05,280.31,1971,3569.34,47.68,25.84,1291,171,1,,
345999,1725869341, 2024/9/9 8:9:1,43.56,27.06,280.5,1971.19,3549.8,47.68,25.84,1291,172,1,,
347999,1725869343, 2024/9/9 8:9:3,43.5,27.1,280.5,1971.56,3603.52,47.68,25.84,1291,173,1,,
350000,1725869345, 2024/9/9 8:9:5,43.47,27.11,280.69,1971.94,3603.52,47.68,25.84,1291,174,1,,
351998,1725869347, 2024/9/9 8:9:7,43.4,27.14,280.69,1972.13,3608.4,47.68,25.84,1291,175,1,,
353999,1725869349, 2024/9/9 8:9:9,43.36,27.15,280.69,1972.5,3623.05,47.68,25.84,1291,176,1,,
355999,1725869351, 2024/9/9 8:9:11,43.26,27.16,280.88,1972.88,3608.4,47.68,25.84,1291,177,1,,
357999,1725869353, 2024/9/9 8:9:13,43.26,27.18,280.31,1972.88,3740.23,47.68,25.84,1291,178,1,,
359999,1725869355, 2024/9/9 8:9:15,43.18,27.22,280.5,1973.06,3740.23,47.68,25.84,1291,179,1,,
361999,1725869357, 2024/9/9 8:9:17,43.16,27.24,280.5,1973.25,3735.35,47.68,25.84,1291,180,1,,
363999,1725869359, 2024/9/9 8:9:19,43.09,27.28,280.69,1973.63,3745.12,42.82,25.84,1157,181,1,,
365999,1725869361, 2024/9/9 8:9:21,43.08,27.29,280.69,1974,3735.35,42.82,25.84,1157,182,1,,
367998,1725869363, 2024/9/9 8:9:23,43.09,27.3,280.88,1974.38,3745.12,42.82,25.84,1157,183,1,,
369998,1725869365, 2024/9/9 8:9:25,43.05,27.32,280.88,1974.75,3740.23,42.82,25.84,1157,184,1,,
371999,1725869367, 2024/9/9 8:9:27,43.03,27.38,280.88,1975.13,3740.23,42.82,25.84,1157,185,1,,
373999,1725869369, 2024/9/9 8:9:29,43.04,27.39,281.06,1975.31,3735.35,42.82,25.84,1157,186,1,,
375999,1725869371, 2024/9/9 8:9:31,42.99,27.4,281.06,1975.69,3740.23,42.82,25.84,1157,187,1,,
377999,1725869373, 2024/9/9 8:9:33,42.93,27.44,281.25,1976.06,3740.23,42.82,25.84,1157,188,1,,
380000,1725869375, 2024/9/9 8:9:35,42.92,27.45,281.06,1976.44,3740.23,42.82,25.84,1157,189,1,,
382000,1725869377, 2024/9/9 8:9:37,42.86,27.46,281.25,1976.63,3735.35,42.82,25.84,1157,190,1,,
383998,1725869379, 2024/9/9 8:9:39,42.85,27.49,281.25,1977,3740.23,42.82,25.84,1157,191,1,,
385999,1725869381, 2024/9/9 8:9:41,42.83,27.51,281.25,1977.19,3745.12,42.82,25.84,1157,192,1,,
387998,1725869383, 2024/9/9 8:9:43,42.8,27.54,281.25,1977.56,3745.12,42.82,25.84,1157,193,1,,
389999,1725869385, 2024/9/9 8:9:45,42.75,27.57,281.44,1977.75,3745.12,42.82,25.84,1157,194,1,,
391999,1725869387, 2024/9/9 8:9:47,42.69,27.58,281.44,1978.13,3745.12,42.82,25.84,1157,195,1,,
394000,1725869389, 2024/9/9 8:9:49,42.62,27.59,281.44,1978.5,3740.23,42.82,25.84,1157,196,1,,
395999,1725869391, 2024/9/9 8:9:51,42.58,27.63,281.63,1978.69,3745.12,42.82,25.84,1157,197,1,,
397999,1725869393, 2024/9/9 8:9:53,42.49,27.64,281.63,1979.06,3745.12,42.82,25.84,1157,198,1,,
399998,1725869395, 2024/9/9 8:9:55,42.43,27.66,281.63,1979.25,3740.23,42.82,25.84,1157,199,1,,
402000,1725869397, 2024/9/9 8:9:57,42.35,27.68,281.63,1979.44,3745.12,42.82,25.84,1157,200,1,,
403999,1725869399, 2024/9/9 8:9:59,42.32,27.71,281.63,1980,3740.23,42.82,25.84,1157,201,1,,
406000,1725869401, 2024/9/9 8:10:1,42.29,27.71,281.81,1980.19,3745.12,42.82,25.84,1157,202,1,,
407999,1725869403, 2024/9/9 8:10:3,42.28,27.75,281.81,1980.38,3745.12,42.82,25.84,1157,203,1,,
409999,1725869405, 2024/9/9 8:10:5,42.26,27.76,281.63,1980.75,3740.23,42.82,25.84,1157,204,1,,
411999,1725869407, 2024/9/9 8:10:7,42.27,27.78,281.81,1980.94,3745.12,42.82,25.84,1157,205,1,,
413999,1725869409, 2024/9/9 8:10:9,42.19,27.8,281.81,1981.31,3745.12,42.82,25.84,1157,206,1,,
416000,1725869411, 2024/9/9 8:10:11,42.15,27.81,281.81,1981.5,3745.12,42.82,25.84,1157,207,1,,
417999,1725869413, 2024/9/9 8:10:13,42.15,27.84,281.81,1981.88,3745.12,42.82,25.84,1157,208,1,,
419999,1725869415, 2024/9/9 8:10:15,42.11,27.85,282,1982.06,3745.12,42.82,25.84,1157,209,1,,
421999,1725869417, 2024/9/9 8:10:17,42.1,27.89,282,1982.25,3750,42.82,25.84,1157,210,1,,
423999,1725869419, 2024/9/9 8:10:19,42.07,27.91,282,1982.63,3745.12,42.82,25.84,1157,211,1,,
425999,1725869421, 2024/9/9 8:10:21,42.03,27.93,282,1983,3750,42.82,25.84,1157,212,1,,
427999,1725869423, 2024/9/9 8:10:23,42.02,27.94,282,1983.19,3750,42.82,25.84,1157,213,1,,
430000,1725869425, 2024/9/9 8:10:25,41.98,27.96,282,1983.38,3750,42.82,25.84,1157,214,1,,
431998,1725869427, 2024/9/9 8:10:27,41.94,27.97,282,1983.75,3750,42.82,25.84,1157,215,1,,
433999,1725869429, 2024/9/9 8:10:29,41.9,28.01,282,1983.94,3745.12,42.82,25.84,1157,216,1,,
435999,1725869431, 2024/9/9 8:10:31,41.82,28,282,1984.13,3750,42.82,25.84,1157,217,1,,
437999,1725869433, 2024/9/9 8:10:33,41.77,28.04,282,1984.5,3750,42.82,25.84,1157,218,1,,
440000,1725869435, 2024/9/9 8:10:35,41.73,28.07,282,1984.69,3750,42.82,25.84,1157,219,1,,
442000,1725869437, 2024/9/9 8:10:37,41.69,28.1,282,1984.88,3750,42.82,25.84,1157,220,1,,
443999,1725869439, 2024/9/9 8:10:39,41.73,28.11,282,1985.25,3750,42.82,25.84,1157,221,1,,
445999,1725869441, 2024/9/9 8:10:41,41.64,28.12,282,1985.44,3745.12,42.82,25.84,1157,222,1,,
447998,1725869443, 2024/9/9 8:10:43,41.69,28.14,282,1985.81,3754.88,42.82,25.84,1157,223,1,,
449999,1725869445, 2024/9/9 8:10:45,41.67,28.16,282,1986,3745.12,42.82,25.84,1157,224,1,,
451998,1725869447, 2024/9/9 8:10:47,41.59,28.17,282,1986.19,3750,42.82,25.84,1157,225,1,,
453999,1725869449, 2024/9/9 8:10:49,41.52,28.19,281.81,1986.56,3750,42.82,25.84,1157,226,1,,
455999,1725869451, 2024/9/9 8:10:51,41.5,28.22,282,1986.75,3750,42.82,25.84,1157,227,1,,
457999,1725869453, 2024/9/9 8:10:53,41.47,28.26,281.81,1986.94,3750,42.82,25.84,1157,228,1,,
459999,1725869455, 2024/9/9 8:10:55,41.36,28.25,281.81,1987.31,3750,42.82,25.84,1157,229,1,,
462000,1725869457, 2024/9/9 8:10:57,41.34,28.28,281.81,1987.5,3754.88,42.82,25.84,1157,230,1,,
463998,1725869459, 2024/9/9 8:10:59,41.34,28.3,281.63,1987.88,3750,42.82,25.84,1157,231,1,,
465998,1725869461, 2024/9/9 8:11:1,41.3,28.3,281.63,1987.88,3750,42.82,25.84,1157,232,1,,
467999,1725869463, 2024/9/9 8:11:3,41.23,28.32,281.63,1988.06,3754.88,42.82,25.84,1157,233,1,,
469998,1725869465, 2024/9/9 8:11:5,41.24,28.34,281.63,1988.44,3754.88,42.82,25.84,1157,234,1,,
471999,1725869467, 2024/9/9 8:11:7,41.23,28.36,281.63,1988.63,3750,42.82,25.84,1157,235,1,,
473999,1725869469, 2024/9/9 8:11:9,41.17,28.39,281.63,1989,3754.88,42.82,25.84,1157,236,1,,
